"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"18872",30,"technician","single","university education","yes","yes","cellular",2,"no",18872
"18873",48,"administration","married","secondary education","yes","no","cellular",2,"yes",18873
"18874",48,"administration","married","secondary education","yes","no","cellular",2,"no",18874
"18875",53,"management","married","university education","yes","no","cellular",3,"yes",18875
"18876",37,"technician","married","secondary education","yes","no","cellular",2,"no",18876
"18877",42,"self-employed","married","university education","yes","no","cellular",2,"no",18877
"18878",35,"technician","divorced","professional education","yes","no","cellular",2,"no",18878
"18879",33,"technician","married","secondary education","no","no","cellular",2,"no",18879
"18880",38,"technician","single","secondary education","no","no","cellular",6,"no",18880
"18881",49,"management","married","university education","no","yes","cellular",2,"no",18881
"18882",31,"technician","single","secondary education","yes","no","cellular",2,"no",18882
"18883",36,"technician","single","professional education","yes","yes","cellular",3,"no",18883
"18884",33,"administration","married","university education","no","yes","cellular",2,"no",18884
"18885",50,"blue-collar","married","primary education","no","no","cellular",1,"no",18885
"18886",48,"administration","married","university education","yes","no","telephone",2,"no",18886
"18887",43,"technician","married","professional education","no","no","cellular",2,"yes",18887
"18888",35,"unemployed","married","university education","no","no","cellular",2,"no",18888
"18889",46,"administration","divorced","university education","yes","yes","cellular",1,"no",18889
"18890",32,"technician","married","university education","no","yes","cellular",2,"no",18890
"18891",37,"administration","divorced","university education","no","no","cellular",2,"no",18891
"18892",33,"technician","married","professional education","no","yes","cellular",1,"yes",18892
"18893",43,"administration","divorced","university education","no","no","cellular",2,"no",18893
"18894",39,"self-employed","married","secondary education","no","no","cellular",4,"no",18894
"18895",32,"technician","married","university education","yes","no","cellular",2,"no",18895
"18896",45,"self-employed","married","primary education","no","no","cellular",2,"no",18896
"18897",45,"administration","married","university education","no","no","cellular",3,"no",18897
"18898",35,"management","married","university education","no","no","cellular",1,"no",18898
"18899",35,"self-employed","married","university education","no","no","cellular",2,"no",18899
"18900",32,"administration","divorced","university education","no","no","cellular",2,"no",18900
"18901",35,"management","married","university education","no","no","cellular",1,"no",18901
"18902",35,"technician","married","secondary education","no","no","cellular",1,"no",18902
"18903",35,"management","married","university education","yes","no","cellular",1,"no",18903
"18904",35,"technician","married","secondary education","no","yes","cellular",1,"no",18904
"18905",33,"administration","married","university education","no","no","cellular",2,"no",18905
"18906",32,"technician","single","university education","yes","no","cellular",2,"no",18906
"18907",42,"administration","single","university education","no","no","cellular",2,"no",18907
"18908",42,"technician","single","university education","yes","no","cellular",2,"no",18908
"18909",29,"management","married","university education","yes","yes","cellular",2,"no",18909
"18910",59,"retired","married","secondary education","yes","no","cellular",2,"no",18910
"18911",32,"administration","married","university education","yes","no","cellular",4,"no",18911
"18912",53,"administration","married","secondary education","yes","no","cellular",1,"no",18912
"18913",32,"technician","single","university education","yes","no","cellular",4,"yes",18913
"18914",46,"services","married","university education","no","no","cellular",3,"no",18914
"18915",32,"technician","single","professional education","yes","no","cellular",3,"yes",18915
"18916",50,"administration","married","university education","yes","no","cellular",8,"no",18916
"18917",31,"technician","single","secondary education","yes","yes","cellular",2,"yes",18917
"18918",32,"technician","single","university education","no","no","cellular",12,"no",18918
"18919",44,"management","married","secondary education","yes","no","cellular",5,"no",18919
"18920",32,"technician","single","university education","no","yes","cellular",4,"yes",18920
"18921",41,"technician","married","professional education","no","no","cellular",1,"no",18921
"18922",41,"technician","married","professional education","yes","no","cellular",1,"no",18922
"18923",49,"retired","divorced","professional education","yes","yes","telephone",8,"no",18923
"18924",36,"administration","single","university education","yes","no","cellular",7,"yes",18924
"18925",41,"technician","married","professional education","yes","no","cellular",1,"no",18925
"18926",35,"technician","single","university education","no","no","cellular",4,"no",18926
"18927",53,"blue-collar","married","primary education","yes","no","cellular",1,"no",18927
"18928",31,"services","single","university education","yes","no","cellular",3,"yes",18928
"18929",56,"administration","married","university education","yes","no","cellular",4,"no",18929
"18930",41,"technician","married","professional education","yes","no","cellular",1,"yes",18930
"18931",58,"housemaid","married","primary education","no","no","cellular",5,"no",18931
"18932",48,"blue-collar","married","secondary education","no","no","cellular",3,"no",18932
"18933",46,"blue-collar","married","primary education","yes","no","cellular",1,"yes",18933
"18934",54,"blue-collar","married","primary education","yes","no","cellular",5,"no",18934
"18935",32,"administration","married","university education","no","no","cellular",3,"no",18935
