Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
45,management,married,university education,no,no,cellular,2,no
43,administration,divorced,professional education,yes,no,telephone,2,no
44,technician,married,secondary education,no,no,cellular,2,no
31,management,married,university education,yes,no,cellular,2,no
46,technician,married,professional education,yes,no,cellular,2,no
40,blue-collar,married,secondary education,no,no,cellular,3,no
56,technician,single,professional education,yes,no,cellular,6,no
45,unemployed,single,professional education,no,no,cellular,2,no
40,blue-collar,married,primary education,no,no,cellular,6,no
36,technician,married,secondary education,no,no,cellular,3,no
41,blue-collar,married,professional education,yes,no,cellular,2,no
31,administration,married,secondary education,no,no,cellular,2,no
46,self-employed,married,primary education,no,no,cellular,2,no
33,technician,single,secondary education,no,no,cellular,3,no
46,entrepreneur,married,university education,yes,no,cellular,2,no
50,housemaid,married,primary education,no,no,cellular,2,no
32,administration,married,university education,no,no,cellular,2,no
30,management,married,university education,no,yes,cellular,2,no
35,self-employed,divorced,university education,no,no,cellular,3,no
31,technician,single,university education,no,no,cellular,2,no
39,management,married,secondary education,no,no,cellular,2,no
54,management,married,university education,no,no,cellular,3,no
34,services,married,secondary education,no,no,cellular,2,no
44,services,married,secondary education,no,no,cellular,2,no
37,management,married,university education,no,no,cellular,3,no
30,blue-collar,married,secondary education,yes,no,cellular,2,no
54,administration,married,primary education,yes,no,cellular,4,no
29,technician,married,professional education,yes,no,cellular,2,no
29,technician,married,professional education,no,no,cellular,3,no
37,management,single,university education,yes,no,cellular,2,no
51,administration,married,university education,yes,no,cellular,2,no
42,administration,married,university education,yes,no,telephone,2,no
31,administration,single,university education,yes,no,cellular,4,no
31,technician,single,university education,no,no,cellular,1,no
48,technician,married,university education,no,no,cellular,4,no
32,administration,divorced,secondary education,no,no,cellular,1,no
31,technician,single,university education,no,no,cellular,1,no
34,services,single,secondary education,no,no,cellular,2,no
50,entrepreneur,married,primary education,yes,no,cellular,1,no
54,administration,married,university education,no,yes,cellular,4,no
31,administration,married,secondary education,yes,no,cellular,2,no
41,technician,single,professional education,yes,no,cellular,2,no
29,unemployed,married,professional education,yes,no,cellular,2,no
31,management,single,university education,yes,no,cellular,2,no
34,management,single,professional education,yes,no,cellular,2,no
35,unemployed,divorced,professional education,no,no,cellular,2,no
38,self-employed,married,secondary education,yes,no,cellular,3,no
50,entrepreneur,married,secondary education,yes,no,cellular,2,no
36,management,married,university education,yes,no,cellular,2,no
38,self-employed,married,professional education,no,no,cellular,2,yes
56,retired,divorced,university education,yes,no,cellular,2,no
32,blue-collar,married,primary education,no,no,telephone,2,no
34,blue-collar,married,primary education,yes,no,cellular,1,no
33,entrepreneur,married,secondary education,no,no,cellular,2,no
35,blue-collar,married,primary education,yes,no,cellular,2,no
33,administration,single,university education,yes,yes,cellular,1,no
39,technician,single,professional education,yes,no,cellular,1,no
32,blue-collar,single,university education,yes,yes,cellular,2,no
30,management,single,secondary education,no,yes,cellular,2,no
49,entrepreneur,married,secondary education,no,no,telephone,2,no
36,housemaid,divorced,primary education,no,no,cellular,1,no
50,housemaid,married,primary education,yes,no,telephone,2,yes
36,housemaid,divorced,primary education,yes,no,cellular,1,no
34,technician,single,professional education,yes,no,cellular,2,no
39,self-employed,married,university education,no,no,cellular,2,no
42,entrepreneur,married,university education,no,no,cellular,2,no
54,retired,married,secondary education,yes,no,cellular,3,no
31,administration,married,university education,yes,no,telephone,3,no
37,technician,married,professional education,yes,no,cellular,3,no
32,blue-collar,married,secondary education,yes,no,cellular,2,no
40,blue-collar,single,secondary education,yes,no,cellular,2,no
54,technician,married,university education,no,no,cellular,2,no
42,blue-collar,married,primary education,yes,no,cellular,2,no
40,services,married,secondary education,no,no,cellular,2,no
32,blue-collar,married,secondary education,no,no,telephone,2,no
57,management,married,university education,no,yes,cellular,2,no
38,management,married,secondary education,yes,no,cellular,3,no
40,administration,married,professional education,yes,no,cellular,5,no
47,management,married,university education,no,no,telephone,3,no
52,entrepreneur,married,primary education,no,no,cellular,7,no
42,self-employed,single,primary education,yes,no,cellular,2,no
38,administration,married,secondary education,yes,no,cellular,2,no
58,entrepreneur,married,primary education,yes,no,cellular,4,no
34,management,married,university education,yes,yes,cellular,3,no
30,entrepreneur,single,secondary education,yes,no,cellular,5,no
36,housemaid,divorced,primary education,yes,no,cellular,2,no
45,entrepreneur,married,primary education,yes,no,cellular,5,no
47,administration,married,university education,no,no,cellular,3,no
57,retired,married,secondary education,no,no,cellular,2,no
34,administration,married,university education,no,no,cellular,2,no
36,blue-collar,married,secondary education,no,yes,cellular,3,no
38,technician,single,secondary education,yes,no,cellular,2,no
40,technician,married,primary education,yes,no,cellular,3,no
37,management,married,university education,yes,yes,cellular,2,no
35,administration,married,university education,no,yes,telephone,4,no
29,administration,divorced,secondary education,yes,no,cellular,2,no
36,blue-collar,married,secondary education,yes,no,cellular,2,no
36,management,single,university education,yes,no,cellular,3,no
40,technician,married,professional education,yes,no,telephone,4,no
52,blue-collar,single,secondary education,yes,no,cellular,3,no
32,blue-collar,married,primary education,yes,no,cellular,3,no
42,blue-collar,married,primary education,no,no,cellular,2,no
40,management,married,secondary education,no,no,cellular,2,no
58,management,married,university education,yes,no,cellular,2,no
40,administration,divorced,secondary education,yes,no,cellular,2,no
51,administration,married,secondary education,no,yes,cellular,3,no
52,technician,married,professional education,yes,yes,telephone,2,no
30,services,married,secondary education,yes,no,cellular,1,no
35,services,divorced,secondary education,yes,yes,cellular,6,no
30,services,married,secondary education,no,no,cellular,1,no
29,technician,divorced,professional education,no,no,cellular,1,no
43,blue-collar,married,primary education,yes,yes,telephone,3,no
31,technician,married,university education,yes,no,cellular,2,no
30,services,married,secondary education,yes,no,cellular,1,no
50,administration,married,university education,no,no,telephone,1,no
50,administration,married,university education,no,no,cellular,1,no
39,blue-collar,married,secondary education,yes,no,cellular,4,yes
50,administration,married,university education,no,yes,cellular,1,no
34,self-employed,single,secondary education,yes,no,cellular,4,no
46,administration,married,secondary education,yes,no,cellular,2,no
43,technician,married,professional education,yes,no,cellular,3,no
41,administration,single,university education,yes,no,cellular,5,no
33,housemaid,married,secondary education,no,no,cellular,2,no
42,self-employed,divorced,professional education,yes,no,cellular,2,no
35,administration,single,university education,yes,no,telephone,2,no
58,blue-collar,married,secondary education,no,no,cellular,1,no
35,blue-collar,married,professional education,yes,no,cellular,1,no
53,services,divorced,university education,yes,yes,cellular,1,no
58,blue-collar,married,secondary education,yes,no,cellular,1,no
58,blue-collar,married,secondary education,yes,no,cellular,1,no
58,blue-collar,married,secondary education,yes,no,cellular,1,no
35,administration,single,university education,no,no,cellular,1,yes
36,blue-collar,married,primary education,no,no,cellular,1,no
36,blue-collar,married,primary education,no,no,cellular,1,no
39,unemployed,married,secondary education,no,no,cellular,1,no
34,technician,divorced,professional education,yes,no,cellular,2,no
32,blue-collar,married,secondary education,yes,no,cellular,2,no
43,housemaid,single,secondary education,no,no,cellular,1,no
48,technician,single,university education,yes,yes,cellular,4,no
